tanggal,provinsi,bagian,brand,jenis,cust_type
"2020-09-01","SUMBAGTENG","DUMAI","UNKNOWN","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","KartuAS","Diamond","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","KartuAS","Gold","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","GREATER BATAM","kartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","LOOP","Diamond","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","LOOP","Gold","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","GREATER BATAM","LOOP","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","LOOP","Platinum","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","simPATI","Gold","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","GREATER BATAM","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","GREATER BATAM","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","kartuAS","Gold","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","KartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","Loop","Diamond","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","Loop","Gold","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","Loop","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","LOOP","Platinum","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","simPATI","Gold","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","GREATER PEKANBARU","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGTENG",\N,"kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGTENG",\N,"kartuAS","Gold","B2C"
"2020-09-01","SUMBAGTENG",\N,"kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGTENG",\N,"kartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGTENG",\N,"kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGTENG",\N,"Loop","Gold","B2C"
"2020-09-01","SUMBAGTENG",\N,"Loop","Non HVC","B2B"
"2020-09-01","SUMBAGTENG",\N,"LOOP","Non HVC","B2C"
"2020-09-01","SUMBAGTENG",\N,"LOOP","Platinum","B2C"
"2020-09-01","SUMBAGTENG",\N,"simPATI","Diamond","B2C"
"2020-09-01","SUMBAGTENG",\N,"simPATI","Gold","B2C"
"2020-09-01","SUMBAGTENG",\N,"simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGTENG",\N,"simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGTENG",\N,"simPATI","Platinum","B2C"
"2020-09-01","SUMBAGTENG",\N,"UNKNOWN","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","KartuAS","Gold","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","kartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","Loop","Diamond","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","LOOP","Gold","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","LOOP","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","Loop","Platinum","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","simPATI","Gold","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","PADANG PARIAMAN","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","kartuAS","Gold","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","ROKAN HULU","kartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","KartuAS","Platinum","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","Loop","Diamond","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","LOOP","Gold","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","ROKAN HULU","Loop","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","LOOP","Platinum","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","simPATI","Gold","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","ROKAN HULU","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGTENG","ROKAN HULU","UNKNOWN","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","kartuAS","Gold","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","KartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","LOOP","Diamond","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","LOOP","Gold","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","LOOP","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","Loop","Platinum","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","simPATI","Gold","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","SOLOK SRAYA","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","KartuAS","Diamond","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","kartuAS","Gold","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","kartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","KartuAS","Platinum","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","LOOP","Diamond","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","LOOP","Gold","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","Loop","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","LOOP","Platinum","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","simPATI","Gold","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGTENG","TANJUNG PINANG","UNKNOWN","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","kartuAS","Gold","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","kartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","KartuAS","Platinum","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","Loop","Diamond","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","LOOP","Gold","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","LOOP","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","Loop","Platinum","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","simPATI","Gold","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGTENG","TEMBILAHAN","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","ACEH","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","ACEH","kartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","ACEH","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","ACEH","kartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","ACEH","KartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","ACEH","Loop","Diamond","B2C"
"2020-09-01","SUMBAGUT","ACEH","LOOP","Gold","B2C"
"2020-09-01","SUMBAGUT","ACEH","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","ACEH","Loop","Non HVC","B2C"
"2020-09-01","SUMBAGUT","ACEH","Loop","Platinum","B2C"
"2020-09-01","SUMBAGUT","ACEH","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","ACEH","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","ACEH","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","ACEH","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","ACEH","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","KartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","KartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","ASAHAN","KartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","KartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","LOOP","Diamond","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","LOOP","Gold","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","ASAHAN","Loop","Non HVC","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","Loop","Platinum","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","ASAHAN","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","ASAHAN","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","kartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","BIREUEN","KartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","Loop","Diamond","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","Loop","Gold","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","BIREUEN","LOOP","Non HVC","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","Loop","Platinum","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","BIREUEN","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","BIREUEN","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","KARO","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","KARO","kartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","KARO","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","KARO","KartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","KARO","kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","KARO","Loop","Diamond","B2C"
"2020-09-01","SUMBAGUT","KARO","Loop","Gold","B2C"
"2020-09-01","SUMBAGUT","KARO","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","KARO","Loop","Non HVC","B2C"
"2020-09-01","SUMBAGUT","KARO","Loop","Platinum","B2C"
"2020-09-01","SUMBAGUT","KARO","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","KARO","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","KARO","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","KARO","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","KARO","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","KartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","LANGKAT","KartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","KartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","LOOP","Diamond","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","LOOP","Gold","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","LANGKAT","LOOP","Non HVC","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","LOOP","Platinum","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","LANGKAT","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","LANGKAT","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","MEDAN","KartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","MEDAN","KartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","MEDAN","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","MEDAN","kartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","MEDAN","KartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","MEDAN","LOOP","Diamond","B2C"
"2020-09-01","SUMBAGUT","MEDAN","Loop","Gold","B2C"
"2020-09-01","SUMBAGUT","MEDAN","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","MEDAN","LOOP","Non HVC","B2C"
"2020-09-01","SUMBAGUT","MEDAN","LOOP","Platinum","B2C"
"2020-09-01","SUMBAGUT","MEDAN","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","MEDAN","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","MEDAN","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","MEDAN","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","MEDAN","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","kartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","MEULABOH","kartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","KartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","Loop","Diamond","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","LOOP","Gold","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","MEULABOH","Loop","Non HVC","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","LOOP","Platinum","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","MEULABOH","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","MEULABOH","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT",\N,"kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT",\N,"kartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT",\N,"kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT",\N,"KartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT",\N,"kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT",\N,"Loop","Gold","B2C"
"2020-09-01","SUMBAGUT",\N,"Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT",\N,"Loop","Non HVC","B2C"
"2020-09-01","SUMBAGUT",\N,"Loop","Platinum","B2C"
"2020-09-01","SUMBAGUT",\N,"simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT",\N,"simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT",\N,"simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT",\N,"simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT",\N,"simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","SERDANG","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","SERDANG","KartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","SERDANG","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","SERDANG","KartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","SERDANG","KartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","SERDANG","LOOP","Diamond","B2C"
"2020-09-01","SUMBAGUT","SERDANG","LOOP","Gold","B2C"
"2020-09-01","SUMBAGUT","SERDANG","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","SERDANG","LOOP","Non HVC","B2C"
"2020-09-01","SUMBAGUT","SERDANG","Loop","Platinum","B2C"
"2020-09-01","SUMBAGUT","SERDANG","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","SERDANG","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","SERDANG","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","SERDANG","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","SERDANG","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","kartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","SIANTAR","KartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","Loop","Diamond","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","LOOP","Gold","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","SIANTAR","Loop","Non HVC","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","LOOP","Platinum","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","SIANTAR","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","SIANTAR","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","KartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","SIDEMPUAN","kartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","LOOP","Diamond","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","Loop","Gold","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","SIDEMPUAN","Loop","Non HVC","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","LOOP","Platinum","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","SIDEMPUAN","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","SIDEMPUAN","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","KartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","KartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","TAMIANG","KartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","LOOP","Diamond","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","LOOP","Gold","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","TAMIANG","LOOP","Non HVC","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","Loop","Platinum","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","TAMIANG","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","TAMIANG","simPATI","Platinum","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","kartuAS","Diamond","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","kartuAS","Gold","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","kartuAS","Non HVC","B2B"
"2020-09-01","SUMBAGUT","TAPANULI","KartuAS","Non HVC","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","kartuAS","Platinum","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","LOOP","Diamond","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","Loop","Gold","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","Loop","Non HVC","B2B"
"2020-09-01","SUMBAGUT","TAPANULI","LOOP","Non HVC","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","LOOP","Platinum","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","simPATI","Diamond","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","simPATI","Gold","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","simPATI","Non HVC","B2B"
"2020-09-01","SUMBAGUT","TAPANULI","simPATI","Non HVC","B2C"
"2020-09-01","SUMBAGUT","TAPANULI","simPATI","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","kartuAS","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","kartuAS","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","kartuAS","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","KartuAS","Non HVC","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","KartuAS","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","Loop","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","LOOP","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","Loop","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","LOOP","Non HVC","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","LOOP","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","simPATI","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","simPATI","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","simPATI","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","simPATI","Non HVC","B2C"
"2020-09-01","WESTERN JABOTABEK","KAB TANGERANG","simPATI","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","kartuAS","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","KartuAS","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","kartuAS","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","KartuAS","Non HVC","B2C"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","KartuAS","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","Loop","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","LOOP","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","Loop","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","Loop","Non HVC","B2C"
