tanggal,provinsi,bagian,brand,jenis,cust_type
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","Loop","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","simPATI","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","simPATI","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","simPATI","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","simPATI","Non HVC","B2C"
"2020-09-01","WESTERN JABOTABEK","KOTA TANGERANG","simPATI","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","kartuAS","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","kartuAS","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","kartuAS","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","SERANG","kartuAS","Non HVC","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","KartuAS","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","Loop","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","Loop","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","Loop","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","SERANG","Loop","Non HVC","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","Loop","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","simPATI","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","simPATI","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","simPATI","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","SERANG","simPATI","Non HVC","B2C"
"2020-09-01","WESTERN JABOTABEK","SERANG","simPATI","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","kartuAS","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","kartuAS","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","kartuAS","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","KartuAS","Non HVC","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","kartuAS","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","Loop","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","LOOP","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","Loop","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","Loop","Non HVC","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","LOOP","Platinum","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","simPATI","Diamond","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","simPATI","Gold","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","simPATI","Non HVC","B2B"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","simPATI","Non HVC","B2C"
"2020-09-01","WESTERN JABOTABEK","TANGSEL","simPATI","Platinum","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","kartuAS","Diamond","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","KartuAS","Gold","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","kartuAS","Non HVC","B2B"
"2020-09-02","BALINUSRA","BALI BARAT","kartuAS","Non HVC","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","kartuAS","Platinum","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","Loop","Diamond","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","Loop","Gold","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","Loop","Non HVC","B2B"
"2020-09-02","BALINUSRA","BALI BARAT","Loop","Non HVC","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","LOOP","Platinum","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","simPATI","Diamond","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","simPATI","Gold","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","simPATI","Non HVC","B2B"
"2020-09-02","BALINUSRA","BALI BARAT","simPATI","Non HVC","B2C"
"2020-09-02","BALINUSRA","BALI BARAT","simPATI","Platinum","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","kartuAS","Diamond","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","kartuAS","Gold","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","kartuAS","Non HVC","B2B"
"2020-09-02","BALINUSRA","BALI TIMUR","KartuAS","Non HVC","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","kartuAS","Platinum","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","Loop","Diamond","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","Loop","Gold","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","Loop","Non HVC","B2B"
"2020-09-02","BALINUSRA","BALI TIMUR","LOOP","Non HVC","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","Loop","Platinum","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","simPATI","Diamond","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","simPATI","Gold","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","simPATI","Non HVC","B2B"
"2020-09-02","BALINUSRA","BALI TIMUR","simPATI","Non HVC","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","simPATI","Platinum","B2C"
"2020-09-02","BALINUSRA","BALI TIMUR","UNKNOWN","Non HVC","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","kartuAS","Diamond","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","KartuAS","Gold","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","kartuAS","Non HVC","B2B"
"2020-09-02","BALINUSRA","FLORES SUMBA","kartuAS","Non HVC","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","kartuAS","Platinum","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","Loop","Diamond","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","Loop","Gold","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","Loop","Non HVC","B2B"
"2020-09-02","BALINUSRA","FLORES SUMBA","Loop","Non HVC","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","Loop","Platinum","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","simPATI","Diamond","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","simPATI","Gold","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","simPATI","Non HVC","B2B"
"2020-09-02","BALINUSRA","FLORES SUMBA","simPATI","Non HVC","B2C"
"2020-09-02","BALINUSRA","FLORES SUMBA","simPATI","Platinum","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","kartuAS","Diamond","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","kartuAS","Gold","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","kartuAS","Non HVC","B2B"
"2020-09-02","BALINUSRA","KOTA KUPANG","kartuAS","Non HVC","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","kartuAS","Platinum","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","Loop","Diamond","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","Loop","Gold","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","Loop","Non HVC","B2B"
"2020-09-02","BALINUSRA","KOTA KUPANG","Loop","Non HVC","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","Loop","Platinum","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","simPATI","Diamond","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","simPATI","Gold","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","simPATI","Non HVC","B2B"
"2020-09-02","BALINUSRA","KOTA KUPANG","simPATI","Non HVC","B2C"
"2020-09-02","BALINUSRA","KOTA KUPANG","simPATI","Platinum","B2C"
"2020-09-02","BALINUSRA","MATARAM","kartuAS","Diamond","B2C"
"2020-09-02","BALINUSRA","MATARAM","KartuAS","Gold","B2C"
"2020-09-02","BALINUSRA","MATARAM","kartuAS","Non HVC","B2B"
"2020-09-02","BALINUSRA","MATARAM","kartuAS","Non HVC","B2C"
"2020-09-02","BALINUSRA","MATARAM","kartuAS","Platinum","B2C"
"2020-09-02","BALINUSRA","MATARAM","Loop","Diamond","B2C"
"2020-09-02","BALINUSRA","MATARAM","Loop","Gold","B2C"
"2020-09-02","BALINUSRA","MATARAM","Loop","Non HVC","B2B"
"2020-09-02","BALINUSRA","MATARAM","Loop","Non HVC","B2C"
"2020-09-02","BALINUSRA","MATARAM","Loop","Platinum","B2C"
"2020-09-02","BALINUSRA","MATARAM","simPATI","Diamond","B2C"
"2020-09-02","BALINUSRA","MATARAM","simPATI","Gold","B2C"
"2020-09-02","BALINUSRA","MATARAM","simPATI","Non HVC","B2B"
"2020-09-02","BALINUSRA","MATARAM","simPATI","Non HVC","B2C"
"2020-09-02","BALINUSRA","MATARAM","simPATI","Platinum","B2C"
"2020-09-02","BALINUSRA",\N,"kartuAS","Gold","B2C"
"2020-09-02","BALINUSRA",\N,"KartuAS","Non HVC","B2C"
"2020-09-02","BALINUSRA",\N,"kartuAS","Platinum","B2C"
"2020-09-02","BALINUSRA",\N,"Loop","Diamond","B2C"
"2020-09-02","BALINUSRA",\N,"Loop","Non HVC","B2B"
"2020-09-02","BALINUSRA",\N,"LOOP","Non HVC","B2C"
"2020-09-02","BALINUSRA",\N,"simPATI","Gold","B2C"
"2020-09-02","BALINUSRA",\N,"simPATI","Non HVC","B2B"
"2020-09-02","BALINUSRA",\N,"simPATI","Non HVC","B2C"
"2020-09-02","BALINUSRA",\N,"simPATI","Platinum","B2C"
"2020-09-02","BALINUSRA",\N,"UNKNOWN","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","KartuAS","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","kartuAS","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","kartuAS","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","KartuAS","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","KartuAS","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","Loop","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","LOOP","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","Loop","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","LOOP","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","LOOP","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKPUSEL","UNKNOWN","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","kartuAS","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","kartuAS","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","kartuAS","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","kartuAS","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","KartuAS","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","Loop","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","LOOP","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","Loop","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","Loop","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","LOOP","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","kartuAS","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","KartuAS","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","kartuAS","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","kartuAS","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","KartuAS","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","LOOP","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","LOOP","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","Loop","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","LOOP","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","LOOP","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","kartuAS","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","KartuAS","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","kartuAS","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","KartuAS","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","KartuAS","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","LOOP","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","LOOP","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","Loop","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","LOOP","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","LOOP","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","kartuAS","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","kartuAS","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","kartuAS","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","kartuAS","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","kartuAS","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","Loop","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","Loop","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","Loop","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","Loop","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","LOOP","Platinum","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Diamond","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Gold","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Non HVC","B2B"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Non HVC","B2C"
"2020-09-02","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","kartuAS","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","kartuAS","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","kartuAS","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","kartuAS","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","KartuAS","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","LOOP","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","LOOP","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","Loop","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","LOOP","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","LOOP","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI SELATAN","UNKNOWN","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","kartuAS","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","kartuAS","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","kartuAS","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","kartuAS","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","kartuAS","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","LOOP","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","LOOP","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","Loop","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","Loop","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","Loop","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","kartuAS","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","kartuAS","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","kartuAS","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","kartuAS","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","KartuAS","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","Loop","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","LOOP","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","Loop","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","Loop","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","LOOP","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","simPATI","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","simPATI","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","simPATI","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","simPATI","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","CILEUNGSI","simPATI","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","KartuAS","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","LOOP","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","LOOP","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","Loop","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","Loop","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","Loop","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","kartuAS","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","KartuAS","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","kartuAS","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","kartuAS","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","kartuAS","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","Loop","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","Loop","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","Loop","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","Loop","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","Loop","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","simPATI","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","simPATI","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","simPATI","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","simPATI","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","NEW DEPOK","simPATI","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","kartuAS","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","KartuAS","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","kartuAS","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","KartuAS","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","KartuAS","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","Loop","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","LOOP","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","Loop","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","Loop","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","Loop","Platinum","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","simPATI","Diamond","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","simPATI","Gold","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","simPATI","Non HVC","B2B"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","simPATI","Non HVC","B2C"
"2020-09-02","EASTERN JABOTABEK","SUKABUMI BOGOR","simPATI","Platinum","B2C"
"2020-09-02","JABAR","CIAMIS","kartuAS","Diamond","B2C"
"2020-09-02","JABAR","CIAMIS","KartuAS","Gold","B2C"
"2020-09-02","JABAR","CIAMIS","kartuAS","Non HVC","B2B"
"2020-09-02","JABAR","CIAMIS","KartuAS","Non HVC","B2C"
"2020-09-02","JABAR","CIAMIS","kartuAS","Platinum","B2C"
"2020-09-02","JABAR","CIAMIS","Loop","Diamond","B2C"
"2020-09-02","JABAR","CIAMIS","Loop","Gold","B2C"
"2020-09-02","JABAR","CIAMIS","Loop","Non HVC","B2B"
"2020-09-02","JABAR","CIAMIS","LOOP","Non HVC","B2C"
"2020-09-02","JABAR","CIAMIS","Loop","Platinum","B2C"
"2020-09-02","JABAR","CIAMIS","simPATI","Diamond","B2C"
"2020-09-02","JABAR","CIAMIS","simPATI","Gold","B2C"
"2020-09-02","JABAR","CIAMIS","simPATI","Non HVC","B2B"
"2020-09-02","JABAR","CIAMIS","simPATI","Non HVC","B2C"
"2020-09-02","JABAR","CIAMIS","simPATI","Platinum","B2C"
"2020-09-02","JABAR","CIREBON","kartuAS","Diamond","B2C"
"2020-09-02","JABAR","CIREBON","KartuAS","Gold","B2C"
"2020-09-02","JABAR","CIREBON","kartuAS","Non HVC","B2B"
"2020-09-02","JABAR","CIREBON","kartuAS","Non HVC","B2C"
"2020-09-02","JABAR","CIREBON","kartuAS","Platinum","B2C"
"2020-09-02","JABAR","CIREBON","Loop","Diamond","B2C"
"2020-09-02","JABAR","CIREBON","Loop","Gold","B2C"
"2020-09-02","JABAR","CIREBON","Loop","Non HVC","B2B"
"2020-09-02","JABAR","CIREBON","Loop","Non HVC","B2C"
"2020-09-02","JABAR","CIREBON","Loop","Platinum","B2C"
"2020-09-02","JABAR","CIREBON","simPATI","Diamond","B2C"
"2020-09-02","JABAR","CIREBON","simPATI","Gold","B2C"
"2020-09-02","JABAR","CIREBON","simPATI","Non HVC","B2B"
"2020-09-02","JABAR","CIREBON","simPATI","Non HVC","B2C"
"2020-09-02","JABAR","CIREBON","simPATI","Platinum","B2C"
"2020-09-02","JABAR","CIREBON","UNKNOWN","Non HVC","B2C"
"2020-09-02","JABAR","GARUT","kartuAS","Diamond","B2C"
